Education,Income,Age,Living_With,Total_Children,Kidhome,Teenhome,Recency,Wines,Fruits,Meats,Fish,Sweets,Golds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,Complain,Country,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Day,Dayofweek,Month,Year,Is_Parent,Total_Spent,Income_Bucket,Age_Group,TotalCampaignsAcc,is_accepted
Graduate,43586.0,44,Partner,1,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,Germany,0,0,0,0,30,Thursday,8,2012,1,132,Middle,40-50,0,Not Accepted
Graduate,32233.0,50,Alone,1,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,Spain,0,0,0,1,19,Sunday,8,2012,1,296,Lower,40-50,2,Accepted
Graduate,62882.0,55,Partner,1,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,Australia,0,0,0,0,9,Thursday,8,2012,1,1338,Middle,50-60,0,Not Accepted
Postgraduate,57288.0,61,Partner,1,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,Canada,0,0,0,0,25,Wednesday,6,2014,1,608,Middle,60-70,1,Accepted
Postgraduate,75774.0,43,Partner,1,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,South Africa,0,0,0,0,2,Friday,5,2014,1,823,Upper,40-50,0,Not Accepted
Postgraduate,75774.0,43,Partner,1,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,Spain,0,0,0,0,2,Friday,5,2014,1,823,Upper,40-50,0,Not Accepted
Postgraduate,90247.0,36,Alone,0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,0,USA,1,1,0,1,29,Tuesday,4,2014,0,1621,Upper,30-40,4,Accepted
Postgraduate,32218.0,64,Alone,0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,Spain,0,0,0,1,15,Saturday,2,2014,0,93,Lower,60-70,2,Accepted
Graduate,84219.0,36,Partner,0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,South Africa,0,0,0,0,2,Sunday,2,2014,0,1198,Upper,30-40,0,Not Accepted
Graduate,84219.0,36,Partner,0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,Canada,0,0,0,0,2,Sunday,2,2014,0,1198,Upper,30-40,0,Not Accepted
Graduate,48877.0,58,Alone,1,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,Spain,0,0,0,0,5,Sunday,1,2014,1,144,Middle,50-60,0,Not Accepted
Graduate,60905.0,74,Partner,1,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,USA,0,0,0,0,5,Thursday,12,2013,1,392,Middle,70-80,0,Not Accepted
Graduate,75236.0,60,Partner,1,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,Spain,0,0,0,0,25,Monday,11,2013,1,1068,Upper,50-60,0,Not Accepted
Graduate,62551.0,71,Alone,0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,India,0,0,0,0,18,Monday,11,2013,0,421,Middle,70-80,1,Accepted
Postgraduate,70123.0,41,Partner,0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,India,0,0,1,0,28,Saturday,9,2013,0,1727,Upper,40-50,2,Accepted
Graduate,50785.0,62,Alone,2,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,Canada,0,0,0,0,10,Tuesday,9,2013,1,114,Middle,60-70,0,Not Accepted
Postgraduate,15315.0,54,Partner,0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,Spain,0,0,0,0,3,Saturday,8,2013,0,64,Lower,50-60,0,Not Accepted
Postgraduate,15315.0,54,Partner,0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,Spain,0,0,0,0,3,Saturday,8,2013,0,64,Lower,50-60,0,Not Accepted
Postgraduate,64413.0,54,Partner,1,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,Spain,0,0,0,0,1,Thursday,8,2013,1,279,Middle,50-60,0,Not Accepted
Postgraduate,87171.0,43,Partner,0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,0,Spain,1,0,0,0,1,Wednesday,5,2013,0,1298,Upper,40-50,2,Accepted
Graduate,30081.0,63,Alone,1,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,Spain,0,0,0,0,21,Thursday,2,2013,1,42,Lower,60-70,0,Not Accepted
Graduate,20180.0,48,Alone,0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,Spain,0,0,0,0,20,Wednesday,2,2013,0,137,Lower,40-50,0,Not Accepted
Graduate,20180.0,48,Alone,0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,Spain,0,0,0,0,20,Wednesday,2,2013,0,137,Lower,40-50,0,Not Accepted
Graduate,55686.0,58,Alone,1,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,Spain,0,0,0,0,14,Thursday,2,2013,1,982,Middle,50-60,1,Accepted
Postgraduate,26887.0,65,Partner,1,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,Spain,0,0,0,0,10,Sunday,2,2013,1,30,Lower,60-70,0,Not Accepted
Postgraduate,61996.0,47,Partner,1,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,Spain,0,1,1,1,31,Thursday,1,2013,1,1230,Middle,40-50,4,Accepted
Graduate,51537.0,72,Alone,1,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,South Africa,0,0,0,0,9,Sunday,12,2012,1,1103,Middle,70-80,0,Not Accepted
Graduate,72025.0,62,Partner,0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,Spain,0,0,0,0,17,Saturday,11,2012,0,1932,Upper,60-70,0,Not Accepted
Postgraduate,30538.0,53,Partner,1,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,Spain,0,0,0,0,1,Monday,10,2012,1,367,Lower,50-60,0,Not Accepted
Postgraduate,61618.0,33,Alone,0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,India,0,0,0,0,29,Saturday,9,2012,0,1345,Middle,30-40,0,Not Accepted
Graduate,77343.0,59,Partner,0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,Canada,0,0,0,0,9,Monday,6,2014,0,1134,Upper,50-60,0,Not Accepted
Graduate,75433.0,35,Partner,1,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,Spain,0,1,0,0,5,Saturday,4,2014,1,1188,Upper,30-40,2,Accepted
Postgraduate,82571.0,62,Alone,0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,Spain,1,0,0,0,2,Wednesday,4,2014,0,1686,Upper,60-70,1,Accepted
Postgraduate,60033.0,70,Partner,1,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,Spain,0,0,0,0,29,Saturday,3,2014,1,198,Middle,60-70,0,Not Accepted
Graduate,39062.0,41,Alone,1,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,Spain,0,0,0,0,25,Tuesday,3,2014,1,44,Middle,40-50,1,Accepted
Graduate,30023.0,52,Partner,1,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,Spain,0,0,0,0,24,Monday,3,2014,1,61,Lower,50-60,0,Not Accepted
Graduate,30015.0,54,Alone,1,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,Spain,0,0,0,0,2,Sunday,2,2014,1,57,Lower,50-60,0,Not Accepted
Graduate,33228.0,44,Partner,1,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,Spain,0,0,0,0,23,Thursday,1,2014,1,71,Lower,40-50,0,Not Accepted
Graduate,22574.0,57,Partner,3,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,Spain,0,0,0,0,28,Monday,10,2013,1,37,Lower,50-60,0,Not Accepted
Graduate,22574.0,57,Partner,3,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,Spain,0,0,0,0,28,Monday,10,2013,1,37,Lower,50-60,0,Not Accepted
Graduate,55267.0,67,Partner,1,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,Canada,0,0,0,0,21,Monday,10,2013,1,405,Middle,60-70,0,Not Accepted
Graduate,66886.0,66,Partner,1,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,Spain,0,0,0,0,16,Monday,9,2013,1,599,Middle,60-70,0,Not Accepted
Graduate,72258.0,53,Alone,1,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,Canada,0,0,0,0,12,Thursday,9,2013,1,1525,Upper,50-60,0,Not Accepted
Postgraduate,82733.0,40,Alone,0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,Spain,0,0,0,1,10,Tuesday,9,2013,0,1323,Upper,30-40,1,Accepted
Graduate,45146.0,61,Alone,2,1,1,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,India,0,0,0,0,15,Monday,7,2013,1,53,Middle,60-70,0,Not Accepted
Postgraduate,51250.0,34,Alone,1,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,South Africa,0,0,0,0,30,Saturday,3,2013,1,710,Middle,30-40,1,Accepted
Graduate,32871.0,73,Partner,2,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,USA,0,0,0,0,9,Saturday,3,2013,1,43,Lower,70-80,0,Not Accepted
Postgraduate,63855.0,46,Partner,0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,Germany,0,0,0,0,9,Saturday,2,2013,0,1006,Middle,40-50,0,Not Accepted
Postgraduate,42564.0,56,Alone,1,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,Canada,0,0,0,1,2,Wednesday,1,2013,1,813,Middle,50-60,2,Accepted
Postgraduate,46344.0,52,Partner,1,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,Canada,0,0,0,0,14,Friday,12,2012,1,429,Middle,50-60,0,Not Accepted
Graduate,50437.0,61,Partner,2,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,Spain,0,0,0,0,17,Wednesday,10,2012,1,490,Middle,60-70,0,Not Accepted
Graduate,70971.0,64,Partner,1,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,Spain,0,0,0,1,21,Friday,9,2012,1,1825,Upper,60-70,1,Accepted
Graduate,37774.0,47,Alone,2,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,1,Spain,0,0,0,1,3,Monday,9,2012,1,473,Middle,40-50,2,Accepted
Postgraduate,4023.0,61,Partner,2,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,Spain,0,0,0,0,23,Monday,6,2014,1,9,Lower,60-70,0,Not Accepted
Graduate,33279.0,58,Alone,0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,Spain,0,0,0,0,12,Thursday,6,2014,0,16,Lower,50-60,0,Not Accepted
Graduate,42693.0,46,Partner,1,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,Spain,0,0,0,0,7,Saturday,6,2014,1,57,Middle,40-50,0,Not Accepted
Postgraduate,70545.0,72,Partner,1,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,Australia,0,0,0,0,3,Tuesday,6,2014,1,334,Upper,70-80,0,Not Accepted
Graduate,65486.0,67,Alone,1,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,Australia,0,0,0,0,12,Monday,5,2014,1,507,Middle,60-70,0,Not Accepted
Postgraduate,77882.0,43,Partner,0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,South Africa,0,0,0,0,30,Wednesday,4,2014,0,818,Upper,40-50,0,Not Accepted
Graduate,78468.0,64,Partner,0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,USA,0,1,0,0,9,Wednesday,4,2014,0,1004,Upper,60-70,1,Accepted
Graduate,77226.0,61,Partner,1,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,Spain,0,0,0,0,28,Friday,2,2014,1,1138,Upper,60-70,0,Not Accepted
Postgraduate,90638.0,33,Alone,0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,Spain,1,0,0,0,13,Thursday,2,2014,0,2525,Upper,30-40,1,Accepted
Postgraduate,90638.0,33,Alone,0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,South Africa,1,0,0,1,13,Thursday,2,2014,0,2525,Upper,30-40,2,Accepted
Graduate,70666.0,76,Partner,0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,Australia,0,0,0,0,6,Friday,12,2013,0,1076,Upper,70-80,0,Not Accepted
Postgraduate,59052.0,65,Alone,1,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,South Africa,0,0,0,0,17,Sunday,11,2013,1,491,Middle,60-70,0,Not Accepted
Undergraduate,13084.0,72,Partner,0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,USA,0,0,0,0,2,Saturday,11,2013,0,29,Lower,70-80,0,Not Accepted
Graduate,49160.0,75,Alone,1,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,Spain,0,0,0,0,20,Sunday,10,2013,1,236,Middle,70-80,0,Not Accepted
Graduate,23272.0,71,Alone,0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,Spain,0,0,0,0,17,Thursday,10,2013,0,46,Lower,70-80,0,Not Accepted
Postgraduate,49476.0,61,Alone,1,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,Canada,0,0,0,0,20,Thursday,6,2013,1,795,Middle,60-70,0,Not Accepted
Postgraduate,62694.0,59,Partner,2,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,Spain,0,0,0,0,17,Monday,6,2013,1,749,Middle,50-60,0,Not Accepted
Postgraduate,57906.0,51,Partner,1,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,India,0,0,0,0,11,Tuesday,6,2013,1,401,Middle,50-60,0,Not Accepted
Graduate,71853.0,42,Partner,0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,Spain,0,0,0,0,8,Wednesday,5,2013,0,1149,Upper,40-50,0,Not Accepted
Graduate,71853.0,42,Partner,0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,Spain,0,0,0,0,8,Wednesday,5,2013,0,1149,Upper,40-50,0,Not Accepted
Graduate,65031.0,65,Partner,1,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,Germany,0,0,0,0,17,Sunday,3,2013,1,863,Middle,60-70,0,Not Accepted
Graduate,30507.0,64,Partner,0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,Spain,0,0,0,0,11,Monday,3,2013,0,343,Lower,60-70,0,Not Accepted
Graduate,67419.0,54,Partner,1,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,Canada,0,0,0,0,16,Wednesday,1,2013,1,1471,Middle,50-60,0,Not Accepted
Graduate,59462.0,74,Partner,1,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,USA,0,0,0,0,5,Saturday,1,2013,1,1088,Middle,70-80,0,Not Accepted
Graduate,95529.0,30,Alone,0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,0,South Africa,1,0,0,1,3,Monday,12,2012,0,1990,Upper,20-30,2,Accepted
Graduate,53653.0,71,Alone,0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,Spain,0,0,0,0,7,Wednesday,11,2012,0,1210,Middle,70-80,0,Not Accepted
Undergraduate,25965.0,44,Partner,0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,Spain,0,0,0,0,7,Friday,9,2012,0,74,Lower,40-50,0,Not Accepted
Graduate,22979.0,54,Partner,1,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,Spain,0,0,0,1,6,Thursday,9,2012,1,115,Lower,50-60,1,Accepted
Postgraduate,64950.0,73,Alone,1,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,South Africa,0,0,0,0,12,Sunday,8,2012,1,966,Middle,70-80,1,Accepted
Graduate,44322.0,39,Partner,1,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,South Africa,0,0,0,0,16,Monday,6,2014,1,92,Middle,30-40,0,Not Accepted
Graduate,30096.0,41,Partner,1,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,Germany,0,0,0,0,22,Thursday,5,2014,1,45,Lower,40-50,0,Not Accepted
Graduate,30096.0,41,Partner,1,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,Spain,0,0,0,0,22,Thursday,5,2014,1,45,Lower,40-50,0,Not Accepted
Graduate,56628.0,47,Alone,1,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,Canada,0,0,0,0,21,Friday,3,2014,1,761,Middle,40-50,1,Accepted
Postgraduate,82326.0,47,Partner,0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,0,Spain,1,1,0,1,10,Monday,3,2014,0,2257,Upper,40-50,4,Accepted
Graduate,71163.0,29,Alone,0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,Germany,0,0,0,0,9,Sunday,3,2014,0,960,Upper,20-30,0,Not Accepted
Graduate,71022.0,46,Alone,1,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,USA,0,0,0,0,11,Tuesday,2,2014,1,1453,Upper,40-50,1,Accepted
Postgraduate,42607.0,70,Alone,1,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,South Africa,0,0,0,0,17,Sunday,11,2013,1,350,Middle,60-70,0,Not Accepted
Graduate,43057.0,49,Partner,1,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,Spain,0,0,0,0,30,Wednesday,10,2013,1,266,Middle,40-50,0,Not Accepted
Postgraduate,47808.0,49,Partner,1,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,Spain,0,0,0,0,20,Sunday,10,2013,1,224,Middle,40-50,1,Accepted
Graduate,29236.0,37,Alone,1,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,Spain,0,0,0,0,8,Tuesday,10,2013,1,99,Lower,30-40,0,Not Accepted
Graduate,40590.0,55,Alone,2,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,Canada,0,0,0,0,2,Wednesday,10,2013,1,258,Middle,50-60,1,Accepted
Graduate,40590.0,55,Alone,2,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,Canada,0,0,0,0,2,Wednesday,10,2013,1,258,Middle,50-60,1,Accepted
Postgraduate,77520.0,65,Partner,1,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,0,Spain,1,1,0,1,28,Wednesday,8,2013,1,1526,Upper,60-70,4,Accepted
Graduate,40211.0,43,Partner,2,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,Spain,0,0,0,0,30,Tuesday,7,2013,1,87,Middle,40-50,1,Accepted
Postgraduate,63516.0,51,Partner,2,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,Canada,0,0,0,0,6,Saturday,7,2013,1,300,Middle,50-60,0,Not Accepted
Graduate,53034.0,50,Alone,2,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,USA,0,0,0,0,30,Thursday,5,2013,1,447,Middle,40-50,0,Not Accepted
Postgraduate,22669.0,49,Partner,1,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,Spain,0,0,0,1,22,Wednesday,5,2013,1,173,Lower,40-50,1,Accepted
Graduate,79908.0,42,Partner,0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,0,Spain,1,0,0,0,5,Friday,4,2013,0,1772,Upper,40-50,1,Accepted
Postgraduate,69867.0,38,Alone,0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,South Africa,0,1,0,1,2,Tuesday,4,2013,0,925,Upper,30-40,2,Accepted
Graduate,70287.0,58,Alone,0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,Australia,0,0,0,1,2,Tuesday,4,2013,0,1093,Upper,50-60,1,Accepted
Graduate,37070.0,58,Alone,2,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,South Africa,0,0,0,1,20,Wednesday,3,2013,1,433,Middle,50-60,1,Accepted
Graduate,37070.0,58,Alone,2,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,Spain,0,0,0,1,20,Wednesday,3,2013,1,433,Middle,50-60,1,Accepted
Postgraduate,38179.0,58,Partner,2,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,South Africa,0,0,0,0,14,Thursday,3,2013,1,90,Middle,50-60,0,Not Accepted
Graduate,39922.0,41,Partner,1,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,India,0,0,0,0,14,Thursday,2,2013,1,156,Middle,40-50,0,Not Accepted
Graduate,39922.0,41,Partner,1,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,Germany,0,0,0,0,14,Thursday,2,2013,1,156,Middle,40-50,0,Not Accepted
Graduate,39922.0,41,Partner,1,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,South Africa,0,0,0,0,14,Thursday,2,2013,1,156,Middle,40-50,0,Not Accepted
Postgraduate,64191.0,61,Alone,1,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,Spain,0,0,0,0,22,Tuesday,1,2013,1,825,Middle,60-70,0,Not Accepted
Postgraduate,41658.0,49,Alone,2,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,Australia,0,0,0,0,9,Friday,11,2012,1,72,Middle,40-50,0,Not Accepted
Graduate,40780.0,48,Alone,1,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,Canada,0,0,0,0,8,Saturday,9,2012,1,377,Middle,40-50,0,Not Accepted
Graduate,77568.0,45,Partner,1,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,0,Spain,1,1,0,0,25,Saturday,8,2012,1,2194,Upper,40-50,3,Accepted
Graduate,66503.0,39,Alone,1,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,Spain,0,0,0,0,14,Tuesday,8,2012,1,401,Middle,30-40,0,Not Accepted
Graduate,83512.0,38,Partner,0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,0,Spain,1,1,1,1,17,Tuesday,6,2014,0,2157,Upper,30-40,5,Accepted
Postgraduate,31686.0,60,Partner,2,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,South Africa,0,0,0,0,5,Thursday,6,2014,1,17,Lower,50-60,0,Not Accepted
Graduate,71322.0,48,Partner,1,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,Australia,0,0,0,0,2,Friday,5,2014,1,350,Upper,40-50,0,Not Accepted
Graduate,27938.0,36,Alone,1,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,Australia,0,0,0,0,28,Monday,4,2014,1,29,Lower,30-40,0,Not Accepted
Graduate,22263.0,73,Alone,2,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,1,Spain,0,0,0,0,30,Sunday,3,2014,1,21,Lower,70-80,0,Not Accepted
Graduate,34633.0,68,Partner,3,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,South Africa,0,0,0,0,23,Thursday,1,2014,1,15,Lower,60-70,0,Not Accepted
Graduate,42162.0,43,Partner,1,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,Spain,0,0,0,1,19,Tuesday,11,2013,1,145,Middle,40-50,2,Accepted
Postgraduate,162397.0,48,Partner,2,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,Spain,0,0,0,0,3,Monday,6,2013,1,107,Upper,40-50,0,Not Accepted
Graduate,54162.0,46,Alone,2,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,Spain,0,0,0,0,18,Monday,3,2013,1,42,Middle,40-50,0,Not Accepted
Postgraduate,41769.0,69,Alone,1,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,India,0,0,0,0,13,Wednesday,2,2013,1,521,Middle,60-70,0,Not Accepted
Postgraduate,44953.0,43,Partner,0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,Germany,0,0,0,0,21,Friday,12,2012,0,1021,Middle,40-50,1,Accepted
Postgraduate,37717.0,46,Partner,1,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,South Africa,0,0,0,0,23,Friday,11,2012,1,25,Middle,40-50,0,Not Accepted
Postgraduate,37717.0,46,Partner,1,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,Spain,0,0,0,0,23,Friday,11,2012,1,25,Middle,40-50,0,Not Accepted
Graduate,40548.0,54,Partner,1,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,Australia,0,0,0,0,10,Wednesday,10,2012,1,120,Middle,50-60,1,Accepted
Postgraduate,67893.0,49,Alone,1,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,South Africa,0,0,0,0,1,Monday,10,2012,1,995,Middle,40-50,0,Not Accepted
Graduate,69267.0,71,Alone,0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,South Africa,0,0,0,1,22,Saturday,9,2012,0,1635,Upper,70-80,1,Accepted
Undergraduate,9548.0,48,Alone,1,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,Canada,0,0,0,0,8,Wednesday,8,2012,1,29,Lower,40-50,0,Not Accepted
Graduate,68281.0,66,Alone,0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,Spain,0,0,0,1,7,Tuesday,8,2012,0,1655,Middle,60-70,1,Accepted
Postgraduate,92556.0,64,Partner,0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,Spain,0,0,0,0,20,Sunday,4,2014,0,1263,Upper,60-70,0,Not Accepted
Graduate,48526.0,45,Alone,1,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,Spain,0,0,0,0,24,Tuesday,12,2013,1,135,Middle,40-50,0,Not Accepted
Graduate,90273.0,33,Alone,0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,0,Spain,1,1,0,1,14,Saturday,12,2013,0,1991,Upper,30-40,4,Accepted
Postgraduate,19414.0,43,Partner,1,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,Canada,0,0,0,0,16,Wednesday,10,2013,1,32,Lower,40-50,0,Not Accepted
Postgraduate,79761.0,66,Alone,1,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,South Africa,0,0,0,0,4,Friday,10,2013,1,605,Upper,60-70,0,Not Accepted
Postgraduate,53312.0,73,Partner,0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,Spain,0,0,0,0,9,Friday,8,2013,0,278,Middle,70-80,0,Not Accepted
Postgraduate,41039.0,42,Partner,0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,USA,0,0,0,0,25,Thursday,7,2013,0,467,Middle,40-50,0,Not Accepted
Graduate,88347.0,63,Partner,0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,Spain,0,1,0,0,3,Wednesday,7,2013,0,2116,Upper,60-70,1,Accepted
Postgraduate,50150.0,41,Partner,0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,Canada,0,0,0,0,20,Thursday,6,2013,0,410,Middle,40-50,0,Not Accepted
